id,name,description,country,iata,icao,latitude,longitude,elevation
334,Anklam,Anklam,Germany,,EDCA,53.8327,13.66913,18
335,Cottbus Drewitz,Cottbus,Germany,,EDCD,51.88948,14.53199,274
336,Kamenz,Kamenz,Germany,,EDCM,51.29625,14.129,495
337,Schonefeld,Berlin,Germany,SXF,EDDB,52.38,13.5225,157
338,Dresden,Dresden,Germany,DRS,EDDC,51.13277,13.76716,755
339,Erfurt,Erfurt,Germany,ERF,EDDE,50.97981,10.95811,1036
340,Frankfurt Main,Frankfurt,Germany,FRA,EDDF,50.02642,8.54312,364
341,Munster Osnabruck,Munster,Germany,FMO,EDDG,52.13464,7.68483,160
342,Hamburg,Hamburg,Germany,HAM,EDDH,53.63039,9.98823,53
343,Tempelhof,Berlin,Germany,THF,EDDI,52.47302,13.40394,167
344,Koln Bonn,Cologne,Germany,CGN,EDDK,50.86592,7.14274,302
345,Dusseldorf,Duesseldorf,Germany,DUS,EDDL,51.28945,6.76678,147
346,Franz Josef Strauss,Munich,Germany,MUC,EDDM,48.35378,11.78609,1487
347,Nurnberg,Nuernberg,Germany,NUE,EDDN,49.4987,11.0669,1046
348,Leipzig Halle,Leipzig,Germany,LEJ,EDDP,51.43245,12.24163,465
349,Saarbrucken,Saarbruecken,Germany,SCN,EDDR,49.21455,7.10951,1058
350,Stuttgart,Stuttgart,Germany,STR,EDDS,48.68988,9.22196,1276
351,Tegel,Berlin,Germany,TXL,EDDT,52.55969,13.28771,122
352,Hannover,Hannover,Germany,HAJ,EDDV,52.46106,9.68508,183
353,Neuenland,Bremen,Germany,BRE,EDDW,53.0475,8.78667,14
354,Egelsbach,Egelsbach,Germany,,EDFE,49.96083,8.6415,385
355,Frankfurt Hahn,Hahn,Germany,HHN,EDFH,49.94867,7.26389,1649
356,Mannheim City,Mannheim,Germany,MHG,EDFM,49.47271,8.51426,309
357,Allendorf Eder,Allendorf,Germany,,EDFQ,51.03488,8.68084,1164
358,Worms,Worms,Germany,,EDFV,49.60651,8.3684,295
359,Mainz Finthen,Mainz,Germany,,EDFZ,49.96893,8.14834,760
360,Eisenach Kindel,Eisenach,Germany,,EDGE,50.9928,10.47271,1101
361,Siegerland,Siegerland,Germany,,EDGS,50.70766,8.08297,1966
362,Hamburg Finkenwerder,Hamburg,Germany,XFW,EDHI,53.53589,9.83702,22
363,Kiel Holtenau,Kiel,Germany,KEL,EDHK,54.3795,10.14517,101
364,Lubeck Blankensee,Luebeck,Germany,LBC,EDHL,53.80537,10.71922,53
365,Dahlemer Binz,Dahlemer Binz,Germany,,EDKV,50.40589,6.52808,1896
366,Meinerzhagen,Meinerzhagen,Germany,,EDKZ,51.09944,7.60194,1548
367,Arnsberg Menden,Arnsberg,Germany,ZCA,EDLA,51.48333,7.89933,794
368,Essen Mulheim,Essen,Germany,ESS,EDLE,51.40233,6.93733,424
369,Bielefeld,Bielefeld,Germany,,EDLI,51.96483,8.54483,454
370,Monchengladbach,Moenchengladbach,Germany,MGL,EDLN,51.23036,6.50449,125
371,Paderborn Lippstadt,Paderborn,Germany,PAD,EDLP,51.61409,8.61632,699
372,Stadtlohn Vreden,Stadtlohn,Germany,,EDLS,51.99584,6.84067,157
373,Dortmund,Dortmund,Germany,DTM,EDLW,51.51831,7.61224,425
374,Augsburg,Augsburg,Germany,AGB,EDMA,48.42516,10.93176,1515
375,Biberach An Der Riss,Biberach,Germany,,EDMB,48.111,9.76283,1903
376,Eggenfelden,Eggenfelden,Germany,,EDME,48.39617,12.72367,1342
377,Mindelheim Mattsies,Mindelheim,Germany,,EDMN,48.10883,10.52433,1857
378,Oberpfaffenhofen,Oberpfaffenhofen,Germany,OBF,EDMO,48.08136,11.28307,1947
379,Straubing,Straubing,Germany,,EDMS,48.90095,12.51819,1054
380,Vilshofen,Vilshofen,Germany,,EDMV,48.63517,13.19567,991
381,Leutkirch Unterzeil,Leutkirch,Germany,,EDNL,47.85912,10.01457,2099
382,Friedrichshafen,Friedrichshafen,Germany,FDH,EDNY,47.67132,9.51149,1367
383,Schwerin Parchim,Parchim,Germany,SZW,EDOP,53.427,11.78344,166
384,Stendal Borstel,Stendal,Germany,ZSN,EDOV,52.62778,11.81833,184
385,Aalen Heidenheim Elchingen,Aalen-heidenheim,Germany,,EDPA,48.77783,10.26467,1916
386,Bayreuth,Bayreuth,Germany,BYU,EDQD,49.98443,11.63857,1601
387,Burg Feuerstein,Burg Feuerstein,Germany,,EDQE,49.79383,11.13317,1674
388,Hof Plauen,Hof,Germany,HOQ,EDQM,50.28884,11.85492,1960
389,Hassfurt Schweinfurt,Hassfurt,Germany,,EDQT,50.018,10.5295,718
390,Koblenz Winningen,Koblenz,Germany,ZNV,EDRK,50.3255,7.52867,640
391,Trier Fohren,Trier,Germany,ZQF,EDRT,49.8635,6.78817,665
392,Speyer,Speyer,Germany,ZQC,EDRY,49.30278,8.4512,312
393,Zweibrucken,Zweibruecken,Germany,,EDRZ,49.20952,7.40065,1133
394,Donaueschingen Villingen,Donaueschingen,Germany,ZQL,EDTD,47.97333,8.52222,2231
395,Freiburg,Freiburg,Germany,,EDTF,48.02265,7.83258,799
396,Mengen Hohentengen,Mengen,Germany,,EDTM,48.05383,9.37283,1820
397,Schwabisch Hall,Schwaebisch Hall,Germany,,EDTY,49.11832,9.78396,1311
398,Finsterwalde Schacksdorf,Soest,Germany,,EDUS,51.6075,13.738,399
399,Braunschweig Wolfsburg,Braunschweig,Germany,BWE,EDVE,52.31917,10.55611,295
400,Kassel Calden,Kassel,Germany,KSF,EDVK,51.40839,9.37763,908
401,Hildesheim,Hildesheim,Germany,,EDVM,52.17983,9.94567,293
402,Bremerhaven,Bremerhaven,Germany,BRV,EDWB,53.50708,8.57288,11
403,Emden,Emden,Germany,EME,EDWE,53.39119,7.22741,2
404,Leer Papenburg,Leer,Germany,,EDWF,53.27159,7.44234,3
405,Wilhelmshaven Mariensiel,Wilhelmshaven,Germany,WVN,EDWI,53.50483,8.05333,16
406,Borkum,Borkum,Germany,BMK,EDWR,53.5955,6.70917,3
407,Norderney,Norderney,Germany,NRD,EDWY,53.70682,7.23025,6
408,Flensburg Schaferhaus,Flensburg,Germany,FLF,EDXF,54.77177,9.37821,130
409,Rendsburg Schachtholm,Rendsburg,Germany,,EDXR,54.22093,9.6008,23
410,Westerland Sylt,Westerland,Germany,GWT,EDXW,54.91325,8.34047,51
411,Amari,Armari Air Force Base,Estonia,,EEEI,59.26029,24.20847,65
412,Kardla,Kardla,Estonia,KDL,EEKA,58.99076,22.83073,18
413,Kuressaare,Kuressaare,Estonia,URE,EEKE,58.22988,22.50949,14
414,Parnu,Parnu,Estonia,EPU,EEPU,58.41904,24.47282,47
415,Tallinn,Tallinn-ulemiste International,Estonia,TLL,EETN,59.41332,24.83284,131
416,Tartu,Tartu,Estonia,TAY,EETU,58.30746,26.69043,219
417,Enontekio,Enontekio,Finland,ENF,EFET,68.36259,23.42432,1005
418,Eura,Eura,Finland,,EFEU,61.11611,22.20139,259
419,Halli,Halli,Finland,KEV,EFHA,61.85605,24.7866,479
420,Helsinki Malmi,Helsinki,Finland,HEM,EFHF,60.25456,25.04283,57
421,Helsinki Vantaa,Helsinki,Finland,HEL,EFHK,60.31722,24.96333,179
422,Hameenkyro,Hameenkyro,Finland,,EFHM,61.68966,23.07374,449
423,Hanko,Hanko,Finland,,EFHN,59.84886,23.08358,20
424,Hyvinkaa,Hyvinkaa,Finland,HYV,EFHV,60.65444,24.88111,430
425,Kiikala,Kikala,Finland,,EFIK,60.4625,23.6525,381
426,Immola,Immola,Finland,,EFIM,61.24917,28.90371,338
427,Kitee,Kitee,Finland,,EFIT,62.16611,30.07361,364
428,Ivalo,Ivalo,Finland,IVL,EFIV,68.60727,27.40533,481
429,Joensuu,Joensuu,Finland,JOE,EFJO,62.66291,29.60755,398
430,Jyvaskyla,Jyvaskyla,Finland,JYV,EFJY,62.39945,25.67825,459
431,Kauhava,Kauhava,Finland,KAU,EFKA,63.12708,23.05144,151
432,Kemi Tornio,Kemi,Finland,KEM,EFKE,65.78189,24.5991,61
433,Kajaani,Kajaani,Finland,KAJ,EFKI,64.28547,27.69241,483
434,Kauhajoki,Kauhajoki,Finland,,EFKJ,62.4625,22.39306,407
435,Kruunupyy,Kruunupyy,Finland,KOK,EFKK,63.72117,23.14313,84
436,Kemijarvi,Kemijarvi,Finland,,EFKM,66.71288,27.15679,692
437,Kuusamo,Kuusamo,Finland,KAO,EFKS,65.98758,29.23938,866
438,Kittila,Kittila,Finland,KTT,EFKT,67.70102,24.84685,644
439,Kuopio,Kuopio,Finland,KUO,EFKU,63.00715,27.79776,323
440,Lahti Vesivehmaa,Vesivehmaa,Finland,,EFLA,61.14416,25.69351,502
441,Lappeenranta,Lappeenranta,Finland,LPP,EFLP,61.04455,28.1444,349
442,Mariehamn,Mariehamn,Finland,MHQ,EFMA,60.1222,19.89816,17
443,Menkijarvi,Menkijarvi,Finland,,EFME,62.94667,23.51889,331
444,Mikkeli,Mikkeli,Finland,MIK,EFMI,61.6866,27.20179,329
445,Nummela,Nummela,Finland,,EFNU,60.33389,24.29639,367
446,Oulu,Oulu,Finland,OUL,EFOU,64.93006,25.35456,47
447,Piikajarvi,Piikajarvi,Finland,,EFPI,61.24556,22.19336,148
448,Pori,Pori,Finland,POR,EFPO,61.46169,21.79998,44
449,Pudasjarvi,Pudasjarvi,Finland,,EFPU,65.40222,26.94694,397
450,Pyhasalmi,Pyhasalmi,Finland,,EFPY,63.73192,25.92631,528
451,Raahe Pattijoki,Pattijoki,Finland,,EFRH,64.68806,24.69583,118
452,Rantasalmi,Rantasalmi,Finland,,EFRN,62.06548,28.35649,292
453,Rovaniemi,Rovaniemi,Finland,RVN,EFRO,66.56482,25.83041,642
454,Rayskala,Rayskala,Finland,,EFRY,60.74472,24.10778,407
455,Savonlinna,Savonlinna,Finland,SVL,EFSA,61.94306,28.94514,311
456,Selanpaa,Selanpaa,Finland,,EFSE,61.06239,26.79886,417
457,Sodankyla,Sodankyla,Finland,SOT,EFSO,67.39503,26.61913,602
458,Tampere Pirkkala,Tampere,Finland,TMP,EFTP,61.41415,23.60439,390
459,Teisko,Teisko,Finland,,EFTS,61.77335,24.02701,515
460,Turku,Turku,Finland,TKU,EFTU,60.51414,22.26281,161
461,Utti,Utti,Finland,QVY,EFUT,60.89639,26.93835,339
462,Vaasa,Vaasa,Finland,VAA,EFVA,63.05065,21.76218,19
463,Varkaus,Varkaus,Finland,VRK,EFVR,62.17111,27.86861,286
464,Ylivieska,Ylivieska-raudaskyla,Finland,,EFYL,64.06055,24.71595,252
465,Belfast Intl,Belfast,United Kingdom,BFS,EGAA,54.6575,-6.21583,268
466,St Angelo,Enniskillen,United Kingdom,ENK,EGAB,54.39889,-7.65167,155
467,Belfast City,Belfast,United Kingdom,BHD,EGAC,54.61806,-5.8725,15
468,City of Derry,Londonderry,United Kingdom,LDY,EGAE,55.04278,-7.16111,22
469,Birmingham,Birmingham,United Kingdom,BHX,EGBB,52.45386,-1.74803,327
470,Coventry,Coventry,United Kingdom,CVT,EGBE,52.36972,-1.47972,267
471,Leicester,Leicester,United Kingdom,,EGBG,52.60778,-1.03194,469
472,Gloucestershire,Golouchestershire,United Kingdom,GLO,EGBJ,51.89417,-2.16722,101
474,Wolverhampton,Halfpenny Green,United Kingdom,,EGBO,52.5175,-2.25944,283
475,Kemble,Pailton,United Kingdom,,EGBP,51.66806,-2.05694,433
476,Turweston,Turweston,United Kingdom,,EGBT,52.04083,-1.09556,448
477,Wellesbourne Mountford,Wellesbourne,United Kingdom,,EGBW,52.19222,-1.61444,159
478,Manchester,Manchester,United Kingdom,MAN,EGCC,53.35374,-2.27495,257
479,Manchester Woodford,Woodfort,United Kingdom,,EGCD,53.33806,-2.14889,295
480,Chivenor,Chivenor,United Kingdom,,EGDC,51.08717,-4.15034,27
481,St Mawgan,Newquai,United Kingdom,NQY,EGDG,50.44056,-4.99541,390
482,Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.50514,-1.99343,513
483,Boscombe Down,Boscombe Down,United Kingdom,,EGDM,51.15219,-1.74741,407
484,Culdrose,Culdrose,United Kingdom,,EGDR,50.08609,-5.25571,267
485,St Athan,St. Athan,United Kingdom,,EGDX,51.40481,-3.43575,163
486,Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.00936,-2.63882,75
487,Haverfordwest,Haverfordwest,United Kingdom,,EGFE,51.83306,-4.96111,159
488,Cardiff,Cardiff,United Kingdom,CWL,EGFF,51.39667,-3.34333,220
489,Swansea,Swansea,United Kingdom,SWS,EGFH,51.60533,-4.06783,299
490,Bristol,Bristol,United Kingdom,BRS,EGGD,51.38267,-2.71909,622
491,Liverpool,Liverpool,United Kingdom,LPL,EGGP,53.33361,-2.84972,80
492,Luton,London,United Kingdom,LTN,EGGW,51.87472,-0.36833,526
493,Plymouth,Plymouth,United Kingdom,PLH,EGHD,50.42278,-4.10583,476
494,Bournemouth,Bournemouth,United Kingdom,BOH,EGHH,50.78,-1.8425,38
495,Southampton,Southampton,United Kingdom,SOU,EGHI,50.95026,-1.3568,44
496,Lasham,Lasham,United Kingdom,QLA,EGHL,51.18717,-1.0335,618
497,Alderney,Alderney,Guernsey,ACI,EGJA,49.70611,-2.21472,290
498,Guernsey,Guernsey,Guernsey,GCI,EGJB,49.43496,-2.60197,336
499,Jersey,Jersey,Jersey,JER,EGJJ,49.20795,-2.19551,277
500,Shoreham,Shoreham By Sea,United Kingdom,ESH,EGKA,50.83556,-0.29722,7
501,Biggin Hill,Biggin Hill,United Kingdom,BQH,EGKB,51.33083,0.0325,598
502,Gatwick,London,United Kingdom,LGW,EGKK,51.14806,-0.19028,202
503,City,London,United Kingdom,LCY,EGLC,51.50528,0.05528,19
504,Farnborough,Farnborough,United Kingdom,FAB,EGLF,51.27583,-0.77633,238
505,Chalgrove,Chalsgrove,United Kingdom,,EGLJ,51.67611,-1.08083,240
506,Blackbushe,Blackbushe,United Kingdom,BBS,EGLK,51.32389,-0.8475,325
507,Heathrow,London,United Kingdom,LHR,EGLL,51.4775,-0.46139,83
508,Southend,Southend,United Kingdom,SEN,EGMC,51.57139,0.69556,49
509,Lydd,Lydd,United Kingdom,LYX,EGMD,50.95611,0.93917,13
510,Manston,Manston,United Kingdom,MSE,EGMH,51.34222,1.34611,178
511,Brough,Brough,United Kingdom,,EGNB,53.71967,-0.56633,12
512,Carlisle,Carlisle,United Kingdom,CAX,EGNC,54.9375,-2.80917,190
513,Gamston,Repton,United Kingdom,,EGNE,53.28056,-0.95139,91
514,Blackpool,Blackpool,United Kingdom,BLK,EGNH,53.77167,-3.02861,34
515,Humberside,Humberside,United Kingdom,HUY,EGNJ,53.57444,-0.35083,121
516,Walney Island,Barrow Island,United Kingdom,BWF,EGNL,54.13117,-3.26367,173
517,Leeds Bradford,Leeds,United Kingdom,LBA,EGNM,53.8659,-1.66057,681
518,Warton,Warton,United Kingdom,,EGNO,53.7451,-2.88306,55
519,Hawarden,Hawarden,United Kingdom,CEG,EGNR,53.17806,-2.97778,45
520,Isle Of Man,Isle Of Man,Isle of Man,IOM,EGNS,54.08333,-4.62389,52
521,Newcastle,Newcastle,United Kingdom,NCL,EGNT,55.0375,-1.69167,266
522,Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.50919,-1.42941,120
523,Nottingham East Midlands,East Midlands,United Kingdom,EMA,EGNX,52.83111,-1.32806,306
524,Llanbedr,Llanbedr,United Kingdom,,EGOD,52.81174,-4.12358,30
525,Ternhill,Ternhill,United Kingdom,,EGOE,52.87116,-2.53356,272
526,Shawbury,Shawbury,United Kingdom,,EGOS,52.79817,-2.66804,249
528,Woodvale,Woodvale,United Kingdom,,EGOW,53.58158,-3.05552,37
529,Kirkwall,Kirkwall,United Kingdom,KOI,EGPA,58.95778,-2.905,50
530,Sumburgh,Sumburgh,United Kingdom,LSI,EGPB,59.87889,-1.29556,20
531,Wick,Wick,United Kingdom,WIC,EGPC,58.45889,-3.09306,126
532,Dyce,Aberdeen,United Kingdom,ABZ,EGPD,57.20194,-2.19778,215
533,Inverness,Inverness,United Kingdom,INV,EGPE,57.5425,-4.0475,31
534,Glasgow,Glasgow,United Kingdom,GLA,EGPF,55.87194,-4.43306,26
535,Edinburgh,Edinburgh,United Kingdom,EDI,EGPH,55.95,-3.3725,135
536,Islay,Islay,United Kingdom,ILY,EGPI,55.68194,-6.25667,56
537,Prestwick,Prestwick,United Kingdom,PIK,EGPK,55.50944,-4.58667,65
538,Benbecula,Benbecula,United Kingdom,BEB,EGPL,57.48111,-7.36278,19
539,Scatsta,Scatsta,United Kingdom,SDZ,EGPM,60.43278,-1.29611,81
540,Dundee,Dundee,United Kingdom,DND,EGPN,56.4525,-3.02583,17
541,Stornoway,Stornoway,United Kingdom,SYY,EGPO,58.21556,-6.33111,26
542,Tiree,Tiree,United Kingdom,TRE,EGPU,56.49917,-6.86917,38
543,Leuchars,Leuchars,United Kingdom,ADX,EGQL,56.37289,-2.86844,38
544,Lossiemouth,Lossiemouth,United Kingdom,LMO,EGQS,57.70521,-3.33917,42
545,Cambridge,Cambridge,United Kingdom,CBG,EGSC,52.205,0.175,47
546,Conington,Peterborough,United Kingdom,,EGSF,52.46806,-0.25111,26
547,Norwich,Norwich,United Kingdom,NWI,EGSH,52.67583,1.28278,117
548,Stansted,London,United Kingdom,STN,EGSS,51.885,0.235,348
549,North Weald,North Weald,United Kingdom,,EGSX,51.72167,0.15417,321
550,Sheffield City,Fowlmere,United Kingdom,,EGSY,53.39426,-1.38849,231
551,Cranfield,Cranfield,United Kingdom,,EGTC,52.07222,-0.61667,358
552,Exeter,Exeter,United Kingdom,EXT,EGTE,50.73444,-3.41389,102
553,Bristol Filton,Bristol,United Kingdom,FZO,EGTG,51.51944,-2.59083,226
554,Kidlington,Oxford,United Kingdom,OXF,EGTK,51.83694,-1.32,270
555,Benson,Benson,United Kingdom,,EGUB,51.61639,-1.09583,226
556,Lakenheath,Lakenheath,United Kingdom,,EGUL,52.40933,0.561,32
557,Mildenhall,Mildenhall,United Kingdom,MHZ,EGUN,52.36193,0.48641,33
558,Wattisham,Wattisham,United Kingdom,,EGUW,52.12728,0.95626,284
559,Wyton,Wyton,United Kingdom,,EGUY,52.35717,-0.10783,135
560,Fairford,Fairford,United Kingdom,FFD,EGVA,51.68217,-1.79003,286
561,Brize Norton,Brize Norton,United Kingdom,BZZ,EGVN,51.74996,-1.58362,288
562,Odiham,Odiham,United Kingdom,ODH,EGVO,51.23414,-0.94282,405
563,Cosford,Cosford,United Kingdom,,EGWC,52.64003,-2.30558,272
564,Northolt,Northolt,United Kingdom,NHT,EGWU,51.553,-0.41817,124
565,Coningsby,Coningsby,United Kingdom,QCY,EGXC,53.09301,-0.16601,25
566,Dishforth,Dishforth,United Kingdom,,EGXD,54.13719,-1.42025,117
567,Leeming,Leeming,United Kingdom,,EGXE,54.29238,-1.5354,132
568,Church Fenton,Church Fenton,United Kingdom,,EGXG,53.83433,-1.1955,29
569,Honington,Honington,United Kingdom,BEQ,EGXH,52.34261,0.77294,174
570,Cottesmore,Cottesmore,United Kingdom,,EGXJ,52.73571,-0.64877,461
571,Scampton,Scampton,United Kingdom,,EGXP,53.30778,-0.55083,202
572,Wittering,Wittering,United Kingdom,,EGXT,52.61256,-0.47645,273
573,Linton On Ouse,Linton-on-ouse,United Kingdom,,EGXU,54.04891,-1.25275,53
574,Waddington,Waddington,United Kingdom,WTN,EGXW,53.16617,-0.52381,231
575,Topcliffe,Topcliffe,United Kingdom,,EGXZ,54.20552,-1.38209,92
576,Cranwell,Cranwell,United Kingdom,,EGYD,53.03035,-0.48324,218
577,Barkston Heath,Barkston Heath,United Kingdom,,EGYE,52.96222,-0.56162,367
578,Marham,Marham,United Kingdom,KNF,EGYM,52.64835,0.55069,75
579,Mount Pleasant,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.82278,-58.44722,244
580,Schiphol,Amsterdam,Netherlands,AMS,EHAM,52.30861,4.76389,-11
581,Budel,Weert,Netherlands,,EHBD,51.25528,5.60139,114
582,Maastricht,Maastricht,Netherlands,MST,EHBK,50.91166,5.77014,375
583,Deelen,Deelen,Netherlands,,EHDL,52.06056,5.87306,158
584,Drachten,Drachten,Netherlands,,EHDR,53.11917,6.12972,14
585,Eindhoven,Eindhoven,Netherlands,EIN,EHEH,51.45014,5.37453,74
586,Eelde,Groningen,Netherlands,GRQ,EHGG,53.11972,6.57944,17
587,Gilze Rijen,Gilze-rijen,Netherlands,,EHGR,51.56739,4.93183,49
588,De Kooy,De Kooy,Netherlands,DHR,EHKD,52.92335,4.78062,3
589,Lelystad,Lelystad,Netherlands,,EHLE,52.46028,5.52722,-13
590,Leeuwarden,Leeuwarden,Netherlands,LWR,EHLW,53.22861,5.76056,3
591,Rotterdam,Rotterdam,Netherlands,RTM,EHRD,51.95694,4.43722,-15
592,Soesterberg,Soesterberg,Netherlands,UTC,EHSB,52.1273,5.27619,66
593,Twenthe,Enschede,Netherlands,ENS,EHTW,52.27,6.87417,114
594,Valkenburg,Valkenburg,Netherlands,LID,EHVB,52.16614,4.41794,0
595,Woensdrecht,Woensdrecht,Netherlands,WOE,EHWO,51.44909,4.34203,63
596,Cork,Cork,Ireland,ORK,EICK,51.84127,-8.49111,502
597,Galway,Galway,Ireland,GWY,EICM,53.30018,-8.94159,81
599,Dublin,Dublin,Ireland,DUB,EIDW,53.42133,-6.27008,242
600,Ireland West Knock,Connaught,Ireland,NOC,EIKN,53.9103,-8.81849,665
601,Kerry,Kerry,Ireland,KIR,EIKY,52.18088,-9.52378,112
602,Casement,Casement,Ireland,,EIME,53.30167,-6.45133,319
603,Shannon,Shannon,Ireland,SNN,EINN,52.70198,-8.92482,46
604,Sligo,Sligo,Ireland,SXL,EISG,54.28021,-8.59921,11
605,Waterford,Waterford,Ireland,WAT,EIWF,52.1872,-7.08696,119
607,Aarhus,Aarhus,Denmark,AAR,EKAH,56.30002,10.61901,82
608,Billund,Billund,Denmark,BLL,EKBI,55.74032,9.15178,247
609,Kastrup,Copenhagen,Denmark,CPH,EKCH,55.61792,12.65597,17
610,Esbjerg,Esbjerg,Denmark,EBJ,EKEB,55.52594,8.5534,97
611,Gronholt Hillerod,Gronholt,Denmark,,EKGH,55.94139,12.38222,97
612,Karup,Karup,Denmark,KRP,EKKA,56.29746,9.12463,170
613,Laeso,Laeso,Denmark,,EKLS,57.27723,11.00008,25
614,Lolland Falster Maribo,Maribo,Denmark,,EKMB,54.69934,11.44012,16
615,Odense,Odense,Denmark,ODE,EKOD,55.47666,10.33093,56
616,Krusa Padborg,Krusa-padborg,Denmark,,EKPB,54.87031,9.27901,88
617,Roskilde,Copenhagen,Denmark,RKE,EKRK,55.58557,12.13143,146
618,Bornholm Ronne,Ronne,Denmark,RNN,EKRN,55.06327,14.75956,52
619,Sonderborg,Soenderborg,Denmark,SGD,EKSB,54.96437,9.79173,24
621,Skrydstrup,Skrydstrup,Denmark,SKS,EKSP,55.22555,9.26393,141
622,Skive,Skive,Denmark,,EKSV,56.55021,9.17298,74
623,Thisted,Thisted,Denmark,TED,EKTS,57.0688,8.70522,23
624,Kolding Vamdrup,Kolding,Denmark,,EKVD,55.43628,9.33092,143
625,Vagar,Vagar,Faroe Islands,FAE,EKVG,62.06363,-7.27722,280
626,Aars,Vesthimmerland,Denmark,,EKVH,56.84694,9.45861,119
627,Stauning,Stauning,Denmark,STA,EKVJ,55.99012,8.35391,17
628,Aalborg,Aalborg,Denmark,AAL,EKYT,57.09279,9.84916,10
629,Luxembourg,Luxemburg,Luxembourg,LUX,ELLX,49.62658,6.21152,1234
630,Vigra,Alesund,Norway,AES,ENAL,62.56037,6.11016,69
631,Andenes,Andoya,Norway,ANX,ENAN,69.2925,16.14417,43
632,Alta,Alta,Norway,ALF,ENAT,69.97611,23.37167,9
633,Bomoen,Voss,Norway,,ENBM,60.63885,6.5015,300
634,Bronnoy,Bronnoysund,Norway,BNN,ENBN,65.46111,12.2175,25
635,Bodo,Bodo,Norway,BOO,ENBO,67.26917,14.36528,42
636,Flesland,Bergen,Norway,BGO,ENBR,60.29339,5.21814,170
637,Batsfjord,Batsfjord,Norway,BJF,ENBS,70.60028,29.6925,490
638,Kjevik,Kristiansand,Norway,KRS,ENCN,58.20421,8.08537,57
639,Dagali,Geilo,Norway,,ENDI,60.41667,8.51278,2618
640,Bardufoss,Bardufoss,Norway,BDU,ENDU,69.05576,18.54036,252
641,Evenes,Harstad/Narvik,Norway,EVE,ENEV,68.4913,16.67811,84
642,Leirin,Fagernes,Norway,VDB,ENFG,61.01556,9.28806,2697
643,Floro,Floro,Norway,FRO,ENFL,61.58361,5.02472,37
644,Gardermoen,Oslo,Norway,OSL,ENGM,60.19392,11.10036,681
645,Karmoy,Haugesund,Norway,HAU,ENHD,59.34527,5.20836,86
646,Hasvik,Hasvik,Norway,HAA,ENHK,70.48668,22.13974,21
647,Kvernberget,Kristiansund,Norway,KSU,ENKB,63.11178,7.82452,204
648,Kjeller,Kjeller,Norway,,ENKJ,59.96934,11.03609,354
649,Hoybuktmoen,Kirkenes,Norway,KKN,ENKR,69.72578,29.8913,283
650,Lista,Farsund,Norway,FAN,ENLI,58.09949,6.62605,29
651,Aro,Molde,Norway,MOL,ENML,62.74472,7.2625,10
652,Kjaerstad,Mosjoen,Norway,MJF,ENMS,65.784,13.21491,237
653,Banak,Lakselv,Norway,LKL,ENNA,70.06881,24.97349,25
654,Notodden,Notodden,Norway,NTB,ENNO,59.56568,9.21222,63
655,Orland,Orland,Norway,OLA,ENOL,63.69891,9.604,28
656,Roros,Roros,Norway,RRS,ENRO,62.57841,11.34235,2054
657,Moss,Rygge,Norway,RYG,ENRY,59.37893,10.78539,174
658,Longyear,Svalbard,Norway,LYR,ENSB,78.24611,15.46556,88
659,Geiteryggen,Skien,Norway,SKE,ENSN,59.185,9.56694,463
660,Sorstokken,Stord,Norway,SRP,ENSO,59.79192,5.34085,160
662,Stokka,Sandnessjoen,Norway,SSJ,ENST,65.95683,12.46894,56
663,Langnes,Tromso,Norway,TOS,ENTC,69.68333,18.91892,31
664,Torp,Sandefjord,Norway,TRF,ENTO,59.1867,10.25863,286
665,Vaernes,Trondheim,Norway,TRD,ENVA,63.45756,10.92425,56
666,Sola,Stavanger,Norway,SVG,ENZV,58.87678,5.63786,29
667,Babice,Warsaw,Poland,,EPBC,52.26849,20.91105,352
668,Lech Walesa,Gdansk,Poland,GDN,EPGD,54.37757,18.46622,489
669,Balice,Krakow,Poland,KRK,EPKK,50.07773,19.78484,791
670,Muchowiec,Katowice,Poland,,EPKM,50.23815,19.03418,909
671,Pyrzowice,Katowice,Poland,KTW,EPKT,50.47425,19.08002,995
673,Mielec,Mielec,Poland,,EPML,50.32228,21.46213,548
674,Lawica,Poznan,Poland,POZ,EPPO,52.42103,16.82632,308
675,Jasionka,Rzeszow,Poland,RZE,EPRZ,50.10996,22.019,675
676,Goleniow,Szczecin,Poland,SZZ,EPSC,53.58473,14.90221,154
677,Redzikowo,Slupsk,Poland,OSP,EPSK,54.47889,17.1075,217
678,Swidwin,Shapaja,Poland,,EPSN,53.79064,15.82625,385
679,Okecie,Warsaw,Poland,WAW,EPWA,52.16575,20.96712,362
680,Strachowice,Wroclaw,Poland,WRO,EPWR,51.10268,16.88584,404
681,Babimost,Zielona Gora,Poland,IEG,EPZG,52.13852,15.79856,194
682,Malmen,Linkoeping,Sweden,,ESCF,58.40228,15.52568,308
683,Bravalla,Norrkoeping,Sweden,,ESCK,58.61087,16.10359,90
684,Uppsala,Uppsala,Sweden,,ESCM,59.89733,17.58858,68
685,Ronneby,Ronneby,Sweden,RNB,ESDF,56.26667,15.265,191
